content,tags,question,score
"The ATL CT8-4 probe is compatible with the following systems: HDI 1000, HDI 3000, HDI 3500, HDI 5000.","frozenset({'ATL', 'probes', 'compatibility', 'HDI 1000, HDI 3000, HDI 3500, HDI 5000', 'CT8-4'})",Is the ATL CT8-4 transducer compatible with the HDI 5000 system?,1
The ATL CT8-4 is a linear array type probe.,"frozenset({'ATL', 'CT8-4', 'array type', 'probes'})",What array type is the ATL CT8-4 probe?,1
The ATL CT8-4 is a linear array type probe.,"frozenset({'ATL', 'CT8-4', 'array type', 'probes'})",Is the ATL CT8-4 probe a linear array probe?,1
The ATL CT8-4 is a linear array type probe.,"frozenset({'ATL', 'CT8-4', 'array type', 'probes'})",What type of transducer is the ATL CT8-4?,1
"The ATL CT8-4 probe is suitable for the following applications: abdominal, surgical.","frozenset({'ATL', 'probes', 'abdominal, surgical', 'applications', 'CT8-4'})",What types of procedures can the ATL CT8-4 probe be used for?,1
"The ATL CT8-4 probe is suitable for the following applications: abdominal, surgical.","frozenset({'ATL', 'probes', 'abdominal, surgical', 'applications', 'CT8-4'})",Are there any specific systems or modalities that the ATL CT8-4 is compatible with?,0
"The ATL CT8-4 probe is suitable for the following applications: abdominal, surgical.","frozenset({'ATL', 'probes', 'abdominal, surgical', 'applications', 'CT8-4'})",Is the ATL CT8-4 probe suitable for use in abdominal and surgical applications?,1
The ATL CT8-4 probe is currently in stock and available for sale.,"frozenset({'ATL', 'CT8-4', 'stock', 'probes'})",Is the ATL CT8-4 probe currently in stock?,1
The ATL CT8-4 probe is currently in stock and available for sale.,"frozenset({'ATL', 'CT8-4', 'stock', 'probes'})",Are there any ATL CT8-4 probes available for sale?,1
The ATL CT8-4 probe is currently in stock and available for sale.,"frozenset({'ATL', 'CT8-4', 'stock', 'probes'})",Do you have any ATL CT8-4 transducers for sale?,1
The frequency range of the ATL CT8-4 probe is 4.0 - 8.0 MHz.,"frozenset({'ATL', 'CT8-4', 'frequency', 'probes'})",What is the frequency range of the ATL CT8-4 probe?,1
The frequency range of the ATL CT8-4 probe is 4.0 - 8.0 MHz.,"frozenset({'ATL', 'CT8-4', 'frequency', 'probes'})",Is the frequency range of the ATL CT8-4 within 4.0 - 8.0 MHz?,1
The frequency range of the ATL CT8-4 probe is 4.0 - 8.0 MHz.,"frozenset({'ATL', 'CT8-4', 'frequency', 'probes'})",What is the minimum and maximum frequency range of the ATL CT8-4 probe?,1
The manufacturer of the L10-5 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'L10-5', 'probes'})",What is the frequency range of the L10-5 probe?,0
The manufacturer of the L10-5 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'L10-5', 'probes'})",Who is the manufacturer of the L10-5 probe?,1
The manufacturer of the L10-5 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'L10-5', 'probes'})",Is the L10-5 probe made by ATL?,1
The ATL L10-5 probe is compatible with the following systems: HDI 5000.,"frozenset({'HDI 5000', 'ATL', 'probes', 'compatibility', 'L10-5'})",What systems are compatible with the ATL L10-5 probe?,1
The ATL L10-5 probe is compatible with the following systems: HDI 5000.,"frozenset({'HDI 5000', 'ATL', 'probes', 'compatibility', 'L10-5'})",What is the frequency range of the ATL L10-5 probe?,0
The ATL L10-5 probe is compatible with the following systems: HDI 5000.,"frozenset({'HDI 5000', 'ATL', 'probes', 'compatibility', 'L10-5'})",Is the ATL L10-5 probe suitable for use with the HDI 5000 system?,1
The ATL L10-5 is a linear array type probe.,"frozenset({'ATL', 'array type', 'L10-5', 'probes'})",What type of array is the ATL L10-5 probe?,1
The ATL L10-5 is a linear array type probe.,"frozenset({'ATL', 'array type', 'L10-5', 'probes'})",Is the ATL L10-5 probe suitable for a specific frequency range?,1
The ATL L10-5 is a linear array type probe.,"frozenset({'ATL', 'array type', 'L10-5', 'probes'})",What is the characteristic of the ATL L10-5 probe's image formation?,1
"The ATL L10-5 probe is suitable for the following applications: vascular, small parts, cardiac.","frozenset({'vascular, small parts, cardiac', 'ATL', 'probes', 'applications', 'L10-5'})",What are the suitable applications for the ATL L10-5 probe?,1
"The ATL L10-5 probe is suitable for the following applications: vascular, small parts, cardiac.","frozenset({'vascular, small parts, cardiac', 'ATL', 'probes', 'applications', 'L10-5'})",Is the ATL L10-5 probe suitable for cardiac applications?,1
"The ATL L10-5 probe is suitable for the following applications: vascular, small parts, cardiac.","frozenset({'vascular, small parts, cardiac', 'ATL', 'probes', 'applications', 'L10-5'})",Can the ATL L10-5 probe be used for small parts imaging?,1
The ATL L10-5 probe is currently in stock and available for sale.,"frozenset({'ATL', 'L10-5', 'stock', 'probes'})",What is the frequency range of the ATL L10-5 probe?,0
The ATL L10-5 probe is currently in stock and available for sale.,"frozenset({'ATL', 'L10-5', 'stock', 'probes'})",Is the ATL L10-5 probe currently in stock?,1
The ATL L10-5 probe is currently in stock and available for sale.,"frozenset({'ATL', 'L10-5', 'stock', 'probes'})",Can you purchase the ATL L10-5 probe?,1
The frequency range of the ATL L10-5 probe is 5.0 - 10.0 MHz.,"frozenset({'ATL', 'frequency', 'L10-5', 'probes'})",What is the frequency range of the ATL L10-5 probe?,1
The frequency range of the ATL L10-5 probe is 5.0 - 10.0 MHz.,"frozenset({'ATL', 'frequency', 'L10-5', 'probes'})",Is the minimum frequency range of the ATL L10-5 probe 5.0 MHz?,1
The frequency range of the ATL L10-5 probe is 5.0 - 10.0 MHz.,"frozenset({'ATL', 'frequency', 'L10-5', 'probes'})",What is the maximum frequency range of the ATL L10-5 transducer?,1
The manufacturer of the L12-5 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'L12-5', 'probes'})",Who is the manufacturer of the L12-5 probe?,1
The manufacturer of the L12-5 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'L12-5', 'probes'})",Is the manufacturer of the L12-5 probe also responsible for its frequency range?,1
The manufacturer of the L12-5 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'L12-5', 'probes'})",What is the frequency range of the L12-5 probe?,0
The ATL L12-5 probe is compatible with the following systems: HDI 5000.,"frozenset({'HDI 5000', 'ATL', 'probes', 'compatibility', 'L12-5'})",What systems is the ATL L12-5 probe compatible with?,1
The ATL L12-5 probe is compatible with the following systems: HDI 5000.,"frozenset({'HDI 5000', 'ATL', 'probes', 'compatibility', 'L12-5'})",Is the ATL L12-5 probe suitable for use with the HDI 5000 system?,1
The ATL L12-5 probe is compatible with the following systems: HDI 5000.,"frozenset({'HDI 5000', 'ATL', 'probes', 'compatibility', 'L12-5'})",Can you find any information about the ATL L12-5 probe's frequency range?,0
The ATL L12-5 is a linear array type probe.,"frozenset({'ATL', 'array type', 'L12-5', 'probes'})",What type of array is the ATL L12-5?,1
The ATL L12-5 is a linear array type probe.,"frozenset({'ATL', 'array type', 'L12-5', 'probes'})",Is the ATL L12-5 probe a suitable choice for a specific ultrasound application?,1
The ATL L12-5 is a linear array type probe.,"frozenset({'ATL', 'array type', 'L12-5', 'probes'})",Can the ATL L12-5 transducer be used for vascular imaging?,1
"The ATL L12-5 probe is suitable for the following applications: general, small parts, vascular.","frozenset({'ATL', 'probes', 'L12-5', 'applications', 'general, small parts, vascular'})",What applications is the ATL L12-5 probe suitable for?,1
"The ATL L12-5 probe is suitable for the following applications: general, small parts, vascular.","frozenset({'ATL', 'probes', 'L12-5', 'applications', 'general, small parts, vascular'})",Can the ATL L12-5 probe be used for vascular applications?,1
"The ATL L12-5 probe is suitable for the following applications: general, small parts, vascular.","frozenset({'ATL', 'probes', 'L12-5', 'applications', 'general, small parts, vascular'})",What types of probes is the ATL L12-5 suitable for?,1
The ATL L12-5 probe is currently in stock and available for sale.,"frozenset({'ATL', 'L12-5', 'stock', 'probes'})",Is the ATL L12-5 probe currently in stock?,1
The ATL L12-5 probe is currently in stock and available for sale.,"frozenset({'ATL', 'L12-5', 'stock', 'probes'})",What is the availability status of the ATL L12-5 probe?,1
The ATL L12-5 probe is currently in stock and available for sale.,"frozenset({'ATL', 'L12-5', 'stock', 'probes'})",Can you buy the ATL L12-5 probe?,1
The frequency range of the ATL L12-5 probe is 5.0 - 12.0 MHz.,"frozenset({'ATL', 'frequency', 'L12-5', 'probes'})",What is the frequency range of the ATL L12-5 probe?,1
The frequency range of the ATL L12-5 probe is 5.0 - 12.0 MHz.,"frozenset({'ATL', 'frequency', 'L12-5', 'probes'})",Is the frequency range of the ATL L12-5 probe greater than or equal to 10.0 MHz?,1
The frequency range of the ATL L12-5 probe is 5.0 - 12.0 MHz.,"frozenset({'ATL', 'frequency', 'L12-5', 'probes'})",Can the ATL L12-5 probe operate at frequencies between 5.0 and 10.0 MHz?,1
The manufacturer of the L7-4 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'L7-4', 'probes'})",Who is the manufacturer of the L7-4 probe?,1
The manufacturer of the L7-4 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'L7-4', 'probes'})",Is the manufacturer of the L7-4 probe also the same as another known manufacturer?,0
The manufacturer of the L7-4 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'L7-4', 'probes'})",What is true about the manufacturer of the L7-4 probe?,1
"The ATL L7-4 probe is compatible with the following systems: UM9 HDI, HDI 1500, HDI 3000, HDI 5000.","frozenset({'L7-4', 'UM9 HDI, HDI 1500, HDI 3000, HDI 5000', 'ATL', 'probes', 'compatibility'})",What ultrasound systems is the ATL L7-4 probe compatible with?,1
"The ATL L7-4 probe is compatible with the following systems: UM9 HDI, HDI 1500, HDI 3000, HDI 5000.","frozenset({'L7-4', 'UM9 HDI, HDI 1500, HDI 3000, HDI 5000', 'ATL', 'probes', 'compatibility'})",Does the ATL L7-4 probe work with the UM9 HDI system?,1
"The ATL L7-4 probe is compatible with the following systems: UM9 HDI, HDI 1500, HDI 3000, HDI 5000.","frozenset({'L7-4', 'UM9 HDI, HDI 1500, HDI 3000, HDI 5000', 'ATL', 'probes', 'compatibility'})",Is the ATL L7-4 transducer compatible with the HDI 5000 system?,1
The ATL L7-4 is a linear array type probe.,"frozenset({'ATL', 'array type', 'L7-4', 'probes'})",What type of array is the ATL L7-4?,1
The ATL L7-4 is a linear array type probe.,"frozenset({'ATL', 'array type', 'L7-4', 'probes'})",Is the ATL L7-4 probe suitable for a specific type of imaging application?,1
The ATL L7-4 is a linear array type probe.,"frozenset({'ATL', 'array type', 'L7-4', 'probes'})",Does the ATL L7-4 have a specified frequency range?,0
"The ATL L7-4 probe is suitable for the following applications: vascular, pediatric.","frozenset({'L7-4', 'ATL', 'probes', 'applications', 'vascular, pediatric'})",What applications is the ATL L7-4 probe suitable for?,1
"The ATL L7-4 probe is suitable for the following applications: vascular, pediatric.","frozenset({'L7-4', 'ATL', 'probes', 'applications', 'vascular, pediatric'})",Is the ATL L7-4 probe used in pediatric settings?,1
"The ATL L7-4 probe is suitable for the following applications: vascular, pediatric.","frozenset({'L7-4', 'ATL', 'probes', 'applications', 'vascular, pediatric'})",Can the ATL L7-4 probe be used for vascular applications?,1
The ATL L7-4 probe is currently out of stock or not available for sale.,"frozenset({'ATL', 'stock', 'L7-4', 'probes'})",Is the ATL L7-4 probe currently available for sale?,0
The ATL L7-4 probe is currently out of stock or not available for sale.,"frozenset({'ATL', 'stock', 'L7-4', 'probes'})",What is the current availability status of the ATL L7-4 probe?,1
The ATL L7-4 probe is currently out of stock or not available for sale.,"frozenset({'ATL', 'stock', 'L7-4', 'probes'})",Are there any ATL L7-4 probes in stock?,0
The frequency range of the ATL L7-4 probe is 4.0 - 7.0 MHz.,"frozenset({'ATL', 'frequency', 'L7-4', 'probes'})",What is the frequency range of the ATL L7-4 probe?,1
The frequency range of the ATL L7-4 probe is 4.0 - 7.0 MHz.,"frozenset({'ATL', 'frequency', 'L7-4', 'probes'})",Is the frequency range of the ATL L7-4 probe between 3.5 and 8.0 MHz?,1
The frequency range of the ATL L7-4 probe is 4.0 - 7.0 MHz.,"frozenset({'ATL', 'frequency', 'L7-4', 'probes'})",At what frequencies does the ATL L7-4 probe operate?,1
The manufacturer of the MPT 7-4 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'MPT 7-4', 'probes'})",Who is the manufacturer of the MPT 7-4 probe?,1
The manufacturer of the MPT 7-4 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'MPT 7-4', 'probes'})",What is the manufacturer of the MPT 7-4 transducer?,1
The manufacturer of the MPT 7-4 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'MPT 7-4', 'probes'})",Is the MPT 7-4 probe made by ATL?,1
The ATL MPT 7-4 probe is compatible with the following systems: HDI 5000.,"frozenset({'MPT 7-4', 'HDI 5000', 'ATL', 'probes', 'compatibility'})",What systems are compatible with the ATL MPT 7-4 probe?,1
The ATL MPT 7-4 probe is compatible with the following systems: HDI 5000.,"frozenset({'MPT 7-4', 'HDI 5000', 'ATL', 'probes', 'compatibility'})",Is the ATL MPT 7-4 probe compatible with the HDI 5000 system?,1
The ATL MPT 7-4 probe is compatible with the following systems: HDI 5000.,"frozenset({'MPT 7-4', 'HDI 5000', 'ATL', 'probes', 'compatibility'})",Are there any systems that the ATL MPT 7-4 transducer works with?,1
The ATL MPT 7-4 is a tee array type probe.,"frozenset({'ATL', 'array type', 'MPT 7-4', 'probes'})",What array type is the ATL MPT 7-4 probe?,1
The ATL MPT 7-4 is a tee array type probe.,"frozenset({'ATL', 'array type', 'MPT 7-4', 'probes'})",Is the ATL MPT 7-4 a tee array probe?,1
The ATL MPT 7-4 is a tee array type probe.,"frozenset({'ATL', 'array type', 'MPT 7-4', 'probes'})",What kind of transducer array does the ATL MPT 7-4 have?,1
"The ATL MPT 7-4 probe is suitable for the following applications: cardiac, transesophageal.","frozenset({'MPT 7-4', 'ATL', 'probes', 'applications', 'cardiac, transesophageal'})",What applications is the ATL MPT 7-4 probe suitable for?,1
"The ATL MPT 7-4 probe is suitable for the following applications: cardiac, transesophageal.","frozenset({'MPT 7-4', 'ATL', 'probes', 'applications', 'cardiac, transesophageal'})",Can the ATL MPT 7-4 probe be used for cardiac applications?,1
"The ATL MPT 7-4 probe is suitable for the following applications: cardiac, transesophageal.","frozenset({'MPT 7-4', 'ATL', 'probes', 'applications', 'cardiac, transesophageal'})",Are there any specific types of procedures or imaging techniques that the ATL MPT 7-4 probe is designed to support?,1
The ATL MPT 7-4 probe is currently out of stock or not available for sale.,"frozenset({'ATL', 'stock', 'MPT 7-4', 'probes'})",Is the ATL MPT 7-4 probe currently available for sale?,0
The ATL MPT 7-4 probe is currently out of stock or not available for sale.,"frozenset({'ATL', 'stock', 'MPT 7-4', 'probes'})",Why is the ATL MPT 7-4 probe not available for purchase?,1
The ATL MPT 7-4 probe is currently out of stock or not available for sale.,"frozenset({'ATL', 'stock', 'MPT 7-4', 'probes'})",Can you order the ATL MPT 7-4 probe at this time?,0
The frequency range of the ATL MPT 7-4 probe is 4.0 - 7.0 MHz.,"frozenset({'ATL', 'frequency', 'MPT 7-4', 'probes'})",What is the frequency range of the ATL MPT 7-4 probe?,1
The frequency range of the ATL MPT 7-4 probe is 4.0 - 7.0 MHz.,"frozenset({'ATL', 'frequency', 'MPT 7-4', 'probes'})",Is the frequency range of the ATL MPT 7-4 transducer continuous?,1
The frequency range of the ATL MPT 7-4 probe is 4.0 - 7.0 MHz.,"frozenset({'ATL', 'frequency', 'MPT 7-4', 'probes'})",What is the maximum frequency range of the ATL MPT 7-4 probe?,1
The manufacturer of the P3-2 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'P3-2', 'probes'})",Who is the manufacturer of the P3-2 probe?,1
The manufacturer of the P3-2 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'P3-2', 'probes'})",Is the manufacturer of the P3-2 also the same as the manufacturer of the C3 probe?,1
The manufacturer of the P3-2 probe is ATL.,"frozenset({'ATL', 'manufacturer', 'P3-2', 'probes'})",Does the manufacturer of the P3-2 also manufacture other ultrasound probes?,1
The ATL P3-2 probe is compatible with the following systems: HDI 5000.,"frozenset({'HDI 5000', 'ATL', 'probes', 'compatibility', 'P3-2'})",What systems is the ATL P3-2 probe compatible with?,1
The ATL P3-2 probe is compatible with the following systems: HDI 5000.,"frozenset({'HDI 5000', 'ATL', 'probes', 'compatibility', 'P3-2'})","Is the ATL P3-2 probe suitable for all of the following applications: cardiac, vascular, general?",0
